timestamp,total_elapsed_us,delta_us,signal,value
'10:31:47.955.137,392373414,102842,Battery_SOC,48.0
'10:31:47.957.587,392375864,2450,Temp_High,39.0
'10:31:47.957.587,392375864,2450,Temp_Low,29.0
'10:31:48.060.449,392478726,102862,Current,41.8
'10:31:48.060.449,392478726,102862,Voltage,332.8
'10:31:48.060.449,392478726,102862,Battery_SOC,49.0
'10:31:48.062.818,392481095,2369,Temp_High,39.0
'10:31:48.062.818,392481095,2369,Temp_Low,29.0
'10:31:48.165.686,392583963,102868,Current,42.8
'10:31:48.165.686,392583963,102868,Voltage,332.8
'10:31:48.165.686,392583963,102868,Battery_SOC,50.0
'10:31:48.168.086,392586363,2400,Temp_High,40.0
'10:31:48.168.086,392586363,2400,Temp_Low,30.0
'10:31:48.270.964,392689241,102878,Current,43.8
'10:31:48.270.964,392689241,102878,Voltage,332.8
'10:31:48.270.964,392689241,102878,Battery_SOC,51.0
'10:31:48.273.363,392691640,2399,Temp_High,40.0
'10:31:48.273.363,392691640,2399,Temp_Low,30.0
'10:31:48.376.241,392794518,102878,Current,70.4
'10:31:48.376.241,392794518,102878,Voltage,332.8
'10:31:48.376.241,392794518,102878,Battery_SOC,52.0
'10:31:48.378.628,392796905,2387,Temp_High,40.0
'10:31:48.378.628,392796905,2387,Temp_Low,30.0
'10:31:48.481.487,392899764,102859,Current,71.4
'10:31:48.481.487,392899764,102859,Voltage,332.8
'10:31:48.481.487,392899764,102859,Battery_SOC,53.0
'10:31:48.483.892,392902169,2405,Temp_High,41.0
'10:31:48.483.892,392902169,2405,Temp_Low,31.0
'10:31:48.586.698,393004975,102806,Current,72.4
'10:31:48.586.698,393004975,102806,Voltage,332.8
'10:31:48.586.698,393004975,102806,Battery_SOC,54.0
'10:31:48.589.158,393007435,2460,Temp_High,41.0
'10:31:48.589.158,393007435,2460,Temp_Low,31.0
'10:31:48.691.974,393110251,102816,Current,73.4
'10:31:48.691.974,393110251,102816,Voltage,332.8
'10:31:48.691.974,393110251,102816,Battery_SOC,55.0
'10:31:48.694.427,393112704,2453,Temp_High,42.0
'10:31:48.694.427,393112704,2453,Temp_Low,32.0
'10:31:48.797.287,393215564,102860,Current,74.4
'10:31:48.797.287,393215564,102860,Voltage,332.8
'10:31:48.797.287,393215564,102860,Battery_SOC,56.0
'10:31:48.799.702,393217979,2415,Temp_High,42.0
'10:31:48.799.702,393217979,2415,Temp_Low,32.0
'10:31:48.902.569,393320846,102867,Current,75.4
'10:31:48.902.569,393320846,102867,Voltage,332.8
'10:31:48.902.569,393320846,102867,Battery_SOC,57.0
'10:31:48.904.978,393323255,2409,Temp_High,42.0
'10:31:48.904.978,393323255,2409,Temp_Low,32.0
'10:31:49.007.830,393426107,102852,Current,76.4
'10:31:49.007.830,393426107,102852,Voltage,332.8
'10:31:49.007.830,393426107,102852,Battery_SOC,58.0
'10:31:49.010.244,393428521,2414,Temp_High,43.0
'10:31:49.010.244,393428521,2414,Temp_Low,33.0
'10:31:49.113.114,393531391,102870,Current,51.8
'10:31:49.113.114,393531391,102870,Voltage,358.4
'10:31:49.113.114,393531391,102870,Battery_SOC,59.0
'10:31:49.115.480,393533757,2366,Temp_High,43.0
'10:31:49.115.480,393533757,2366,Temp_Low,33.0
'10:31:49.218.350,393636627,102870,Current,52.8
'10:31:49.218.350,393636627,102870,Voltage,358.4
'10:31:49.218.350,393636627,102870,Battery_SOC,60.0
'10:31:49.220.751,393639028,2401,Temp_High,44.0
'10:31:49.220.751,393639028,2401,Temp_Low,34.0
'10:31:49.323.603,393741880,102852,Current,53.8
'10:31:49.323.603,393741880,102852,Voltage,358.4
'10:31:49.323.603,393741880,102852,Battery_SOC,61.0
'10:31:49.326.018,393744295,2415,Temp_High,44.0
'10:31:49.326.018,393744295,2415,Temp_Low,34.0
'10:31:49.428.870,393847147,102852,Current,54.8
'10:31:49.428.870,393847147,102852,Voltage,358.4
'10:31:49.428.870,393847147,102852,Battery_SOC,62.0
'10:31:49.431.285,393849562,2415,Temp_High,44.0
'10:31:49.431.285,393849562,2415,Temp_Low,34.0
'10:31:49.534.138,393952415,102853,Current,55.8
'10:31:49.534.138,393952415,102853,Voltage,358.4
'10:31:49.534.138,393952415,102853,Battery_SOC,63.0
'10:31:49.536.559,393954836,2421,Temp_High,45.0
'10:31:49.536.559,393954836,2421,Temp_Low,35.0
'10:31:49.639.415,394057692,102856,Current,56.8
'10:31:49.639.415,394057692,102856,Voltage,358.4
'10:31:49.639.415,394057692,102856,Battery_SOC,64.0
'10:31:49.641.851,394060128,2436,Temp_High,45.0
'10:31:49.641.851,394060128,2436,Temp_Low,35.0
'10:31:49.744.727,394163004,102876,Current,57.8
'10:31:49.744.727,394163004,102876,Voltage,358.4
'10:31:49.744.727,394163004,102876,Battery_SOC,65.0
'10:31:49.747.083,394165360,2356,Temp_High,46.0
'10:31:49.747.083,394165360,2356,Temp_Low,36.0
'10:31:49.849.953,394268230,102870,Current,58.8
'10:31:49.849.953,394268230,102870,Voltage,358.4
'10:31:49.849.953,394268230,102870,Battery_SOC,66.0
'10:31:49.852.350,394270627,2397,Temp_High,46.0
'10:31:49.852.350,394270627,2397,Temp_Low,36.0
'10:31:49.955.240,394373517,102890,Current,59.8
'10:31:49.955.240,394373517,102890,Voltage,358.4
'10:31:49.955.240,394373517,102890,Battery_SOC,67.0
'10:31:49.957.688,394375965,2448,Temp_High,46.0
'10:31:49.957.688,394375965,2448,Temp_Low,36.0
'10:31:50.060.462,394478739,102774,Current,60.8
'10:31:50.060.462,394478739,102774,Voltage,358.4
'10:31:50.060.462,394478739,102774,Battery_SOC,68.0
'10:31:50.062.887,394481164,2425,Temp_High,47.0
'10:31:50.062.887,394481164,2425,Temp_Low,37.0
'10:31:50.165.717,394583994,102830,Current,61.8
'10:31:50.165.717,394583994,102830,Voltage,358.4
'10:31:50.165.717,394583994,102830,Battery_SOC,69.0
'10:31:50.168.236,394586513,2519,Temp_High,47.0
'10:31:50.168.236,394586513,2519,Temp_Low,37.0
'10:31:50.271.013,394689290,102777,Current,62.8
'10:31:50.271.013,394689290,102777,Voltage,358.4
'10:31:50.271.013,394689290,102777,Battery_SOC,70.0
'10:31:50.273.432,394691709,2419,Temp_High,48.0
'10:31:50.273.432,394691709,2419,Temp_Low,38.0
'10:31:50.376.276,394794553,102844,Current,63.8
'10:31:50.376.276,394794553,102844,Voltage,358.4
'10:31:50.376.276,394794553,102844,Battery_SOC,71.0
'10:31:50.378.692,394796969,2416,Temp_High,48.0
'10:31:50.378.692,394796969,2416,Temp_Low,38.0
'10:31:50.481.566,394899843,102874,Current,64.8
'10:31:50.481.566,394899843,102874,Voltage,358.4
'10:31:50.481.566,394899843,102874,Battery_SOC,72.0
'10:31:50.483.977,394902254,2411,Temp_High,48.0
'10:31:50.483.977,394902254,2411,Temp_Low,38.0
'10:31:50.586.841,395005118,102864,Current,65.8
'10:31:50.586.841,395005118,102864,Voltage,358.4
'10:31:50.586.841,395005118,102864,Battery_SOC,73.0
'10:31:50.589.259,395007536,2418,Temp_High,49.0
'10:31:50.589.259,395007536,2418,Temp_Low,39.0
'10:31:50.692.109,395110386,102850,Current,66.8
'10:31:50.692.109,395110386,102850,Voltage,358.4
'10:31:50.692.109,395110386,102850,Battery_SOC,74.0
'10:31:50.694.526,395112803,2417,Temp_High,49.0
'10:31:50.694.526,395112803,2417,Temp_Low,39.0
'10:31:50.797.389,395215666,102863,Current,67.8
'10:31:50.797.389,395215666,102863,Voltage,358.4
'10:31:50.797.389,395215666,102863,Battery_SOC,75.0
'10:31:50.799.792,395218069,2403,Temp_High,50.0
'10:31:50.799.792,395218069,2403,Temp_Low,40.0
'10:31:50.902.653,395320930,102861,Current,68.8
'10:31:50.902.653,395320930,102861,Voltage,358.4
'10:31:50.902.653,395320930,102861,Battery_SOC,76.0
'10:31:50.905.066,395323343,2413,Temp_High,50.0
'10:31:50.905.066,395323343,2413,Temp_Low,40.0
'10:31:51.007.924,395426201,102858,Current,95.4
'10:31:51.007.924,395426201,102858,Voltage,358.4
'10:31:51.007.924,395426201,102858,Battery_SOC,77.0
'10:31:51.010.343,395428620,2419,Temp_High,50.0
'10:31:51.010.343,395428620,2419,Temp_Low,40.0
'10:31:51.113.203,395531480,102860,Current,96.4
'10:31:51.113.203,395531480,102860,Voltage,358.4
'10:31:51.113.203,395531480,102860,Battery_SOC,78.0
'10:31:51.115.617,395533894,2414,Temp_High,51.0
'10:31:51.115.617,395533894,2414,Temp_Low,41.0
'10:31:51.218.489,395636766,102872,Current,97.4
'10:31:51.218.489,395636766,102872,Voltage,358.4
'10:31:51.218.489,395636766,102872,Battery_SOC,79.0
'10:31:51.220.900,395639177,2411,Temp_High,51.0
'10:31:51.220.900,395639177,2411,Temp_Low,41.0
'10:31:51.323.765,395742042,102865,Current,98.4
'10:31:51.323.765,395742042,102865,Voltage,358.4
'10:31:51.323.765,395742042,102865,Battery_SOC,80.0
'10:31:51.326.215,395744492,2450,Temp_High,52.0
'10:31:51.326.215,395744492,2450,Temp_Low,42.0
'10:31:51.429.084,395847361,102869,Current,99.4
'10:31:51.429.084,395847361,102869,Voltage,358.4
'10:31:51.429.084,395847361,102869,Battery_SOC,81.0
'10:31:51.431.444,395849721,2360,Temp_High,52.0
'10:31:51.431.444,395849721,2360,Temp_Low,42.0
'10:31:51.534.316,395952593,102872,Current,100.4
'10:31:51.534.316,395952593,102872,Voltage,358.4
'10:31:51.534.316,395952593,102872,Battery_SOC,82.0
'10:31:51.536.721,395954998,2405,Temp_High,52.0
'10:31:51.536.721,395954998,2405,Temp_Low,42.0
'10:31:51.639.597,396057874,102876,Current,101.4
'10:31:51.639.597,396057874,102876,Voltage,358.4
'10:31:51.639.597,396057874,102876,Battery_SOC,83.0
'10:31:51.641.994,396060271,2397,Temp_High,53.0
'10:31:51.641.994,396060271,2397,Temp_Low,43.0
'10:31:51.744.859,396163136,102865,Current,76.8
'10:31:51.744.859,396163136,102865,Voltage,384.0
'10:31:51.744.859,396163136,102865,Battery_SOC,84.0
'10:31:51.747.214,396165491,2355,Temp_High,53.0
'10:31:51.747.214,396165491,2355,Temp_Low,43.0
'10:31:51.850.092,396268369,102878,Current,77.8
'10:31:51.850.092,396268369,102878,Voltage,384.0
'10:31:51.850.092,396268369,102878,Battery_SOC,85.0
'10:31:51.852.454,396270731,2362,Temp_High,54.0
'10:31:51.852.454,396270731,2362,Temp_Low,44.0
'10:31:51.955.284,396373561,102830,Current,78.8
'10:31:51.955.284,396373561,102830,Voltage,384.0
'10:31:51.955.284,396373561,102830,Battery_SOC,86.0
'10:31:51.957.725,396376002,2441,Temp_High,54.0
'10:31:51.957.725,396376002,2441,Temp_Low,44.0
'10:31:52.060.529,396478806,102804,Current,79.8
'10:31:52.060.529,396478806,102804,Voltage,384.0
'10:31:52.060.529,396478806,102804,Battery_SOC,87.0
'10:31:52.062.983,396481260,2454,Temp_High,54.0
'10:31:52.062.983,396481260,2454,Temp_Low,44.0
'10:31:52.165.833,396584110,102850,Current,80.8
'10:31:52.165.833,396584110,102850,Voltage,384.0
'10:31:52.165.833,396584110,102850,Battery_SOC,88.0
'10:31:52.168.250,396586527,2417,Temp_High,55.0
'10:31:52.168.250,396586527,2417,Temp_Low,45.0
'10:31:52.271.112,396689389,102862,Current,81.8
'10:31:52.271.112,396689389,102862,Voltage,384.0
'10:31:52.271.112,396689389,102862,Battery_SOC,89.0
'10:31:52.273.527,396691804,2415,Temp_High,55.0
'10:31:52.273.527,396691804,2415,Temp_Low,45.0
'10:31:52.376.380,396794657,102853,Current,82.8
'10:31:52.376.380,396794657,102853,Voltage,384.0
'10:31:52.376.380,396794657,102853,Battery_SOC,90.0
'10:31:52.378.787,396797064,2407,Temp_High,56.0
'10:31:52.378.787,396797064,2407,Temp_Low,46.0
'10:31:52.481.651,396899928,102864,Current,83.8
'10:31:52.481.651,396899928,102864,Voltage,384.0
'10:31:52.481.651,396899928,102864,Battery_SOC,91.0
'10:31:52.484.053,396902330,2402,Temp_High,56.0
'10:31:52.484.053,396902330,2402,Temp_Low,46.0
'10:31:52.586.911,397005188,102858,Current,84.8
'10:31:52.586.911,397005188,102858,Voltage,384.0
'10:31:52.586.911,397005188,102858,Battery_SOC,92.0
'10:31:52.589.320,397007597,2409,Temp_High,56.0
'10:31:52.589.320,397007597,2409,Temp_Low,46.0
'10:31:52.692.181,397110458,102861,Current,85.8
'10:31:52.692.181,397110458,102861,Voltage,384.0
'10:31:52.692.181,397110458,102861,Battery_SOC,93.0
'10:31:52.694.590,397112867,2409,Temp_High,57.0
'10:31:52.694.590,397112867,2409,Temp_Low,47.0
'10:31:52.797.454,397215731,102864,Current,86.8
'10:31:52.797.454,397215731,102864,Voltage,384.0
'10:31:52.797.454,397215731,102864,Battery_SOC,94.0
'10:31:52.799.861,397218138,2407,Temp_High,57.0
'10:31:52.799.861,397218138,2407,Temp_Low,47.0
'10:31:52.902.736,397321013,102875,Current,87.8
'10:31:52.902.736,397321013,102875,Voltage,384.0
'10:31:52.902.736,397321013,102875,Battery_SOC,95.0
'10:31:52.905.137,397323414,2401,Temp_High,58.0
'10:31:52.905.137,397323414,2401,Temp_Low,48.0
'10:31:53.007.995,397426272,102858,Current,88.8
'10:31:53.007.995,397426272,102858,Voltage,384.0
'10:31:53.007.995,397426272,102858,Battery_SOC,96.0
'10:31:53.010.447,397428724,2452,Temp_High,58.0
'10:31:53.010.447,397428724,2452,Temp_Low,48.0
'10:31:53.113.311,397531588,102864,Current,89.8
'10:31:53.113.311,397531588,102864,Voltage,384.0
'10:31:53.113.311,397531588,102864,Battery_SOC,97.0
'10:31:53.115.678,397533955,2367,Temp_High,58.0
'10:31:53.115.678,397533955,2367,Temp_Low,48.0
'10:31:53.218.560,397636837,102882,Current,90.8
'10:31:53.218.560,397636837,102882,Voltage,384.0
'10:31:53.218.560,397636837,102882,Battery_SOC,98.0
'10:31:53.220.955,397639232,2395,Temp_High,59.0
'10:31:53.220.955,397639232,2395,Temp_Low,49.0
'10:31:53.323.848,397742125,102893,Current,91.8
'10:31:53.323.848,397742125,102893,Voltage,384.0
'10:31:53.323.848,397742125,102893,Battery_SOC,99.0
'10:31:53.326.243,397744520,2395,Temp_High,59.0
'10:31:53.326.243,397744520,2395,Temp_Low,49.0
'10:31:53.429.099,397847376,102856,Current,92.8
'10:31:53.429.099,397847376,102856,Voltage,384.0
'10:31:53.429.099,397847376,102856,Battery_SOC,100.0
'10:31:53.431.551,397849828,2452,Temp_High,60.0
'10:31:53.431.551,397849828,2452,Temp_Low,50.0
'10:31:53.534.467,397952744,102916,Current,18.4
'10:31:53.534.467,397952744,102916,Voltage,281.6
'10:31:53.534.467,397952744,102916,Battery_SOC,0.0
'10:31:53.536.798,397955075,2331,Temp_High,20.0
'10:31:53.536.798,397955075,2331,Temp_Low,10.0
'10:31:53.639.567,398057844,102769,Current,19.4
'10:31:53.639.567,398057844,102769,Voltage,281.6
'10:31:53.639.567,398057844,102769,Battery_SOC,1.0
'10:31:53.641.898,398060175,2331,Temp_High,20.0
'10:31:53.641.898,398060175,2331,Temp_Low,10.0
'10:31:53.744.702,398162979,102804,Current,20.4
'10:31:53.744.702,398162979,102804,Voltage,281.6
'10:31:53.744.702,398162979,102804,Battery_SOC,2.0
'10:31:53.747.082,398165359,2380,Temp_High,20.0
'10:31:53.747.082,398165359,2380,Temp_Low,10.0
'10:31:53.849.773,398268050,102691,Current,21.4
'10:31:53.849.773,398268050,102691,Voltage,281.6
'10:31:53.849.773,398268050,102691,Battery_SOC,3.0
'10:31:53.852.106,398270383,2333,Temp_High,21.0
'10:31:53.852.106,398270383,2333,Temp_Low,11.0
'10:31:53.954.778,398373055,102672,Current,22.4
'10:31:53.954.778,398373055,102672,Voltage,281.6
'10:31:53.954.778,398373055,102672,Battery_SOC,4.0
'10:31:53.957.202,398375479,2424,Temp_High,21.0
'10:31:53.957.202,398375479,2424,Temp_Low,11.0
'10:31:54.059.948,398478225,102746,Current,23.4
'10:31:54.059.948,398478225,102746,Voltage,281.6
'10:31:54.059.948,398478225,102746,Battery_SOC,5.0
'10:31:54.062.312,398480589,2364,Temp_High,22.0
'10:31:54.062.312,398480589,2364,Temp_Low,12.0
'10:31:54.165.084,398583361,102772,Current,24.4
'10:31:54.165.084,398583361,102772,Voltage,281.6
'10:31:54.165.084,398583361,102772,Battery_SOC,6.0
'10:31:54.167.411,398585688,2327,Temp_High,22.0
'10:31:54.167.411,398585688,2327,Temp_Low,12.0
'10:31:54.270.150,398688427,102739,Current,25.4
'10:31:54.270.150,398688427,102739,Voltage,281.6
'10:31:54.270.150,398688427,102739,Battery_SOC,7.0
'10:31:54.272.576,398690853,2426,Temp_High,22.0
'10:31:54.272.576,398690853,2426,Temp_Low,12.0
'10:31:54.375.237,398793514,102661,Current,0.8
'10:31:54.375.237,398793514,102661,Voltage,307.2
'10:31:54.375.237,398793514,102661,Battery_SOC,8.0
'10:31:54.377.613,398795890,2376,Temp_High,23.0
'10:31:54.377.613,398795890,2376,Temp_Low,13.0
'10:31:54.480.359,398898636,102746,Current,1.8
'10:31:54.480.359,398898636,102746,Voltage,307.2
'10:31:54.480.359,398898636,102746,Battery_SOC,9.0
'10:31:54.482.756,398901033,2397,Temp_High,23.0
'10:31:54.482.756,398901033,2397,Temp_Low,13.0
'10:31:54.585.528,399003805,102772,Current,2.8
'10:31:54.585.528,399003805,102772,Voltage,307.2
'10:31:54.585.528,399003805,102772,Battery_SOC,10.0
'10:31:54.587.945,399006222,2417,Temp_High,24.0
'10:31:54.587.945,399006222,2417,Temp_Low,14.0
'10:31:54.690.708,399108985,102763,Current,3.8
'10:31:54.690.708,399108985,102763,Voltage,307.2
'10:31:54.690.708,399108985,102763,Battery_SOC,11.0
'10:31:54.693.226,399111503,2518,Temp_High,24.0
'10:31:54.693.226,399111503,2518,Temp_Low,14.0
'10:31:54.796.024,399214301,102798,Current,4.8
'10:31:54.796.024,399214301,102798,Voltage,307.2
'10:31:54.796.024,399214301,102798,Battery_SOC,12.0
'10:31:54.798.397,399216674,2373,Temp_High,24.0
'10:31:54.798.397,399216674,2373,Temp_Low,14.0
'10:31:54.901.205,399319482,102808,Current,5.8
'10:31:54.901.205,399319482,102808,Voltage,307.2
'10:31:54.901.205,399319482,102808,Battery_SOC,13.0
'10:31:54.903.625,399321902,2420,Temp_High,25.0
'10:31:54.903.625,399321902,2420,Temp_Low,15.0
'10:31:55.006.441,399424718,102816,Current,6.8
'10:31:55.006.441,399424718,102816,Voltage,307.2
'10:31:55.006.441,399424718,102816,Battery_SOC,14.0
'10:31:55.008.852,399427129,2411,Temp_High,25.0
'10:31:55.008.852,399427129,2411,Temp_Low,15.0
'10:31:55.111.692,399529969,102840,Current,7.8
'10:31:55.111.692,399529969,102840,Voltage,307.2
'10:31:55.111.692,399529969,102840,Battery_SOC,15.0
'10:31:55.114.093,399532370,2401,Temp_High,26.0
'10:31:55.114.093,399532370,2401,Temp_Low,16.0
'10:31:55.216.893,399635170,102800,Current,8.8
'10:31:55.216.893,399635170,102800,Voltage,307.2
'10:31:55.216.893,399635170,102800,Battery_SOC,16.0
'10:31:55.219.367,399637644,2474,Temp_High,26.0
'10:31:55.219.367,399637644,2474,Temp_Low,16.0
'10:31:55.322.183,399740460,102816,Current,9.8
'10:31:55.322.183,399740460,102816,Voltage,307.2
'10:31:55.322.183,399740460,102816,Battery_SOC,17.0
'10:31:55.324.625,399742902,2442,Temp_High,26.0
'10:31:55.324.625,399742902,2442,Temp_Low,16.0
'10:31:55.427.487,399845764,102862,Current,10.8
'10:31:55.427.487,399845764,102862,Voltage,307.2
'10:31:55.427.487,399845764,102862,Battery_SOC,18.0
'10:31:55.429.888,399848165,2401,Temp_High,27.0
'10:31:55.429.888,399848165,2401,Temp_Low,17.0
'10:31:55.532.752,399951029,102864,Current,11.8
'10:31:55.532.752,399951029,102864,Voltage,307.2
'10:31:55.532.752,399951029,102864,Battery_SOC,19.0
'10:31:55.535.155,399953432,2403,Temp_High,27.0
'10:31:55.535.155,399953432,2403,Temp_Low,17.0
'10:31:55.638.016,400056293,102861,Current,12.8
'10:31:55.638.016,400056293,102861,Voltage,307.2
'10:31:55.638.016,400056293,102861,Battery_SOC,20.0
'10:31:55.640.421,400058698,2405,Temp_High,28.0
'10:31:55.640.421,400058698,2405,Temp_Low,18.0
'10:31:55.743.275,400161552,102854,Current,13.8
'10:31:55.743.275,400161552,102854,Voltage,307.2
'10:31:55.743.275,400161552,102854,Battery_SOC,21.0
'10:31:55.745.695,400163972,2420,Temp_High,28.0
'10:31:55.745.695,400163972,2420,Temp_Low,18.0
'10:31:55.848.567,400266844,102872,Current,14.8
'10:31:55.848.567,400266844,102872,Voltage,307.2
'10:31:55.848.567,400266844,102872,Battery_SOC,22.0
'10:31:55.850.968,400269245,2401,Temp_High,28.0
'10:31:55.850.968,400269245,2401,Temp_Low,18.0
'10:31:55.953.823,400372100,102855,Current,15.8
'10:31:55.953.823,400372100,102855,Voltage,307.2
'10:31:55.953.823,400372100,102855,Battery_SOC,23.0
'10:31:55.956.222,400374499,2399,Temp_High,29.0
'10:31:55.956.222,400374499,2399,Temp_Low,19.0
'10:31:56.059.070,400477347,102848,Current,16.8
'10:31:56.059.070,400477347,102848,Voltage,307.2
'10:31:56.059.070,400477347,102848,Battery_SOC,24.0
'10:31:56.061.471,400479748,2401,Temp_High,29.0
'10:31:56.061.471,400479748,2401,Temp_Low,19.0
'10:31:56.164.339,400582616,102868,Current,17.8
'10:31:56.164.339,400582616,102868,Voltage,307.2
'10:31:56.164.339,400582616,102868,Battery_SOC,25.0
'10:31:56.166.739,400585016,2400,Temp_High,30.0
'10:31:56.166.739,400585016,2400,Temp_Low,20.0
'10:31:56.269.611,400687888,102872,Current,44.4
'10:31:56.269.611,400687888,102872,Voltage,307.2
'10:31:56.269.611,400687888,102872,Battery_SOC,26.0
'10:31:56.272.005,400690282,2394,Temp_High,30.0
'10:31:56.272.005,400690282,2394,Temp_Low,20.0
'10:31:56.374.807,400793084,102802,Current,45.4
'10:31:56.374.807,400793084,102802,Voltage,307.2
'10:31:56.374.807,400793084,102802,Battery_SOC,27.0
'10:31:56.377.317,400795594,2510,Temp_High,30.0
'10:31:56.377.317,400795594,2510,Temp_Low,20.0
'10:31:56.480.168,400898445,102851,Current,46.4
'10:31:56.480.168,400898445,102851,Voltage,307.2
'10:31:56.480.168,400898445,102851,Battery_SOC,28.0
'10:31:56.482.553,400900830,2385,Temp_High,31.0
'10:31:56.482.553,400900830,2385,Temp_Low,21.0
'10:31:56.585.418,401003695,102865,Current,47.4
'10:31:56.585.418,401003695,102865,Voltage,307.2
'10:31:56.585.418,401003695,102865,Battery_SOC,29.0
'10:31:56.587.827,401006104,2409,Temp_High,31.0
'10:31:56.587.827,401006104,2409,Temp_Low,21.0
'10:31:56.690.707,401108984,102880,Current,48.4
'10:31:56.690.707,401108984,102880,Voltage,307.2
'10:31:56.690.707,401108984,102880,Battery_SOC,30.0
'10:31:56.693.095,401111372,2388,Temp_High,32.0
'10:31:56.693.095,401111372,2388,Temp_Low,22.0
'10:31:56.795.983,401214260,102888,Current,49.4
'10:31:56.795.983,401214260,102888,Voltage,307.2
'10:31:56.795.983,401214260,102888,Battery_SOC,31.0
'10:31:56.798.378,401216655,2395,Temp_High,32.0
'10:31:56.798.378,401216655,2395,Temp_Low,22.0
'10:31:56.901.277,401319554,102899,Current,50.4
'10:31:56.901.277,401319554,102899,Voltage,307.2
'10:31:56.901.277,401319554,102899,Battery_SOC,32.0
'10:31:56.903.652,401321929,2375,Temp_High,32.0
'10:31:56.903.652,401321929,2375,Temp_Low,22.0
'10:31:57.006.508,401424785,102856,Current,25.8
'10:31:57.006.508,401424785,102856,Voltage,332.8
'10:31:57.006.508,401424785,102856,Battery_SOC,33.0
'10:31:57.008.877,401427154,2369,Temp_High,33.0
'10:31:57.008.877,401427154,2369,Temp_Low,23.0
'10:31:57.111.731,401530008,102854,Current,26.8
'10:31:57.111.731,401530008,102854,Voltage,332.8
'10:31:57.111.731,401530008,102854,Battery_SOC,34.0
'10:31:57.114.108,401532385,2377,Temp_High,33.0
'10:31:57.114.108,401532385,2377,Temp_Low,23.0
'10:31:57.216.975,401635252,102867,Current,27.8
'10:31:57.216.975,401635252,102867,Voltage,332.8
'10:31:57.216.975,401635252,102867,Battery_SOC,35.0
'10:31:57.219.386,401637663,2411,Temp_High,34.0
'10:31:57.219.386,401637663,2411,Temp_Low,24.0
'10:31:57.322.242,401740519,102856,Current,28.8
'10:31:57.322.242,401740519,102856,Voltage,332.8
'10:31:57.322.242,401740519,102856,Battery_SOC,36.0
'10:31:57.324.646,401742923,2404,Temp_High,34.0
'10:31:57.324.646,401742923,2404,Temp_Low,24.0
'10:31:57.427.510,401845787,102864,Current,29.8
'10:31:57.427.510,401845787,102864,Voltage,332.8
'10:31:57.427.510,401845787,102864,Battery_SOC,37.0
'10:31:57.429.921,401848198,2411,Temp_High,34.0
'10:31:57.429.921,401848198,2411,Temp_Low,24.0
'10:31:57.532.785,401951062,102864,Current,30.8
'10:31:57.532.785,401951062,102864,Voltage,332.8
'10:31:57.532.785,401951062,102864,Battery_SOC,38.0
'10:31:57.535.267,401953544,2482,Temp_High,35.0
'10:31:57.535.267,401953544,2482,Temp_Low,25.0
'10:31:57.638.053,402056330,102786,Current,31.8
'10:31:57.638.053,402056330,102786,Voltage,332.8
'10:31:57.638.053,402056330,102786,Battery_SOC,39.0
'10:31:57.640.466,402058743,2413,Temp_High,35.0
'10:31:57.640.466,402058743,2413,Temp_Low,25.0
'10:31:57.743.288,402161565,102822,Current,32.8
'10:31:57.743.288,402161565,102822,Voltage,332.8
'10:31:57.743.288,402161565,102822,Battery_SOC,40.0
'10:31:57.745.803,402164080,2515,Temp_High,36.0
'10:31:57.745.803,402164080,2515,Temp_Low,26.0
'10:31:57.848.591,402266868,102788,Current,33.8
'10:31:57.848.591,402266868,102788,Voltage,332.8
'10:31:57.848.591,402266868,102788,Battery_SOC,41.0
'10:31:57.850.998,402269275,2407,Temp_High,36.0
'10:31:57.850.998,402269275,2407,Temp_Low,26.0
'10:31:57.953.869,402372146,102871,Current,34.8
'10:31:57.953.869,402372146,102871,Voltage,332.8
'10:31:57.953.869,402372146,102871,Battery_SOC,42.0
'10:31:57.956.264,402374541,2395,Temp_High,36.0
'10:31:57.956.264,402374541,2395,Temp_Low,26.0
'10:31:58.059.108,402477385,102844,Current,35.8
'10:31:58.059.108,402477385,102844,Voltage,332.8
'10:31:58.059.108,402477385,102844,Battery_SOC,43.0
'10:31:58.061.549,402479826,2441,Temp_High,37.0
'10:31:58.061.549,402479826,2441,Temp_Low,27.0
'10:31:58.164.430,402582707,102881,Current,36.8
'10:31:58.164.430,402582707,102881,Voltage,332.8
'10:31:58.164.430,402582707,102881,Battery_SOC,44.0
'10:31:58.166.777,402585054,2347,Temp_High,37.0
'10:31:58.166.777,402585054,2347,Temp_Low,27.0
'10:31:58.269.653,402687930,102876,Current,37.8
'10:31:58.269.653,402687930,102876,Voltage,332.8
'10:31:58.269.653,402687930,102876,Battery_SOC,45.0
'10:31:58.272.044,402690321,2391,Temp_High,38.0
'10:31:58.272.044,402690321,2391,Temp_Low,28.0
'10:31:58.374.926,402793203,102882,Current,38.8
'10:31:58.374.926,402793203,102882,Voltage,332.8
'10:31:58.374.926,402793203,102882,Battery_SOC,46.0
'10:31:58.377.310,402795587,2384,Temp_High,38.0
'10:31:58.377.310,402795587,2384,Temp_Low,28.0
'10:31:58.480.162,402898439,102852,Current,39.8
'10:31:58.480.162,402898439,102852,Voltage,332.8
'10:31:58.480.162,402898439,102852,Battery_SOC,47.0
'10:31:58.482.577,402900854,2415,Temp_High,38.0
