timestamp,total_elapsed_us,delta_us,signal,value
31:02.7,13681764,2401,Temp_Low,14
31:02.8,13784548,102784,Current,5.8
31:02.8,13784548,102784,Voltage,307.2
31:02.8,13784548,102784,Battery_SOC,13
31:02.8,13786996,2448,Temp_High,25
31:02.8,13786996,2448,Temp_Low,15
31:02.9,13889834,102838,Current,6.8
31:02.9,13889834,102838,Voltage,307.2
31:02.9,13889834,102838,Battery_SOC,14
31:02.9,13892237,2403,Temp_High,25
31:02.9,13892237,2403,Temp_Low,15
31:03.0,13995069,102832,Current,7.8
31:03.0,13995069,102832,Voltage,307.2
31:03.0,13995069,102832,Battery_SOC,15
31:03.0,13997472,2403,Temp_High,26
31:03.0,13997472,2403,Temp_Low,16
31:03.1,14100340,102868,Current,8.8
31:03.1,14100340,102868,Voltage,307.2
31:03.1,14100340,102868,Battery_SOC,16
31:03.1,14102745,2405,Temp_High,26
31:03.1,14102745,2405,Temp_Low,16
31:03.2,14205601,102856,Current,9.8
31:03.2,14205601,102856,Voltage,307.2
31:03.2,14205601,102856,Battery_SOC,17
31:03.2,14208004,2403,Temp_High,26
31:03.2,14208004,2403,Temp_Low,16
31:03.3,14310866,102862,Current,10.8
31:03.3,14310866,102862,Voltage,307.2
31:03.3,14310866,102862,Battery_SOC,18
31:03.3,14313267,2401,Temp_High,27
31:03.3,14313267,2401,Temp_Low,17
31:03.4,14416135,102868,Current,11.8
31:03.4,14416135,102868,Voltage,307.2
31:03.4,14416135,102868,Battery_SOC,19
31:03.4,14418534,2399,Temp_High,27
31:03.4,14418534,2399,Temp_Low,17
31:03.5,14521400,102866,Current,12.8
31:03.5,14521400,102866,Voltage,307.2
31:03.5,14521400,102866,Battery_SOC,20
31:03.5,14523818,2418,Temp_High,28
31:03.5,14523818,2418,Temp_Low,18
31:03.6,14626684,102866,Current,13.8
31:03.6,14626684,102866,Voltage,307.2
31:03.6,14626684,102866,Battery_SOC,21
31:03.6,14629168,2484,Temp_High,28
31:03.6,14629168,2484,Temp_Low,18
31:03.7,14731953,102785,Current,14.8
31:03.7,14731953,102785,Voltage,307.2
31:03.7,14731953,102785,Battery_SOC,22
31:03.7,14734371,2418,Temp_High,28
31:03.7,14734371,2418,Temp_Low,18
31:03.8,14837195,102824,Current,15.8
31:03.8,14837195,102824,Voltage,307.2
31:03.8,14837195,102824,Battery_SOC,23
31:03.8,14839624,2429,Temp_High,29
31:03.8,14839624,2429,Temp_Low,19
31:03.9,14942498,102874,Current,16.8
31:03.9,14942498,102874,Voltage,307.2
31:03.9,14942498,102874,Battery_SOC,24
31:03.9,14944890,2392,Temp_High,29
31:03.9,14944890,2392,Temp_Low,19
31:04.0,15047770,102880,Current,17.8
31:04.0,15047770,102880,Voltage,307.2
31:04.0,15047770,102880,Battery_SOC,25
31:04.0,15050165,2395,Temp_High,30
31:04.0,15050165,2395,Temp_Low,20
31:04.1,15153027,102862,Current,44.4
31:04.1,15153027,102862,Voltage,307.2
31:04.1,15153027,102862,Battery_SOC,26
31:04.1,15155480,2453,Temp_High,30
31:04.1,15155480,2453,Temp_Low,20
31:04.3,15258343,102863,Current,45.4
31:04.3,15258343,102863,Voltage,307.2
31:04.3,15258343,102863,Battery_SOC,27
31:04.3,15260712,2369,Temp_High,30
31:04.3,15260712,2369,Temp_Low,20
31:04.4,15363496,102784,Current,46.4
31:04.4,15363496,102784,Voltage,307.2
31:04.4,15363496,102784,Battery_SOC,28
31:04.4,15365994,2498,Temp_High,31
31:04.4,15365994,2498,Temp_Low,21
31:04.5,15468832,102838,Current,47.4
31:04.5,15468832,102838,Voltage,307.2
31:04.5,15468832,102838,Battery_SOC,29
31:04.5,15471269,2437,Temp_High,31
31:04.5,15471269,2437,Temp_Low,21
31:04.6,15574113,102844,Current,48.4
31:04.6,15574113,102844,Voltage,307.2
31:04.6,15574113,102844,Battery_SOC,30
31:04.6,15576538,2425,Temp_High,32
31:04.6,15576538,2425,Temp_Low,22
31:04.7,15679442,102904,Current,49.4
31:04.7,15679442,102904,Voltage,307.2
31:04.7,15679442,102904,Battery_SOC,31
31:04.7,15681821,2379,Temp_High,32
31:04.7,15681821,2379,Temp_Low,22
31:04.8,15784667,102846,Current,50.4
31:04.8,15784667,102846,Voltage,307.2
31:04.8,15784667,102846,Battery_SOC,32
31:04.8,15787098,2431,Temp_High,32
31:04.8,15787098,2431,Temp_Low,22
31:04.9,15889926,102828,Current,25.8
31:04.9,15889926,102828,Voltage,332.8
31:04.9,15889926,102828,Battery_SOC,33
31:04.9,15892324,2398,Temp_High,33
31:04.9,15892324,2398,Temp_Low,23
31:05.0,15995120,102796,Current,26.8
31:05.0,15995120,102796,Voltage,332.8
31:05.0,15995120,102796,Battery_SOC,34
31:05.0,15997561,2441,Temp_High,33
31:05.0,15997561,2441,Temp_Low,23
31:05.1,16100418,102857,Current,27.8
31:05.1,16100418,102857,Voltage,332.8
31:05.1,16100418,102857,Battery_SOC,35
31:05.1,16102831,2413,Temp_High,34
31:05.1,16102831,2413,Temp_Low,24
31:05.2,16205721,102890,Current,28.8
31:05.2,16205721,102890,Voltage,332.8
31:05.2,16205721,102890,Battery_SOC,36
31:05.2,16208082,2361,Temp_High,34
31:05.2,16208082,2361,Temp_Low,24
31:05.3,16310969,102887,Current,29.8
31:05.3,16310969,102887,Voltage,332.8
31:05.3,16310969,102887,Battery_SOC,37
31:05.3,16313350,2381,Temp_High,34
31:05.3,16313350,2381,Temp_Low,24
31:05.4,16416198,102848,Current,30.8
31:05.4,16416198,102848,Voltage,332.8
31:05.4,16416198,102848,Battery_SOC,38
31:05.4,16418627,2429,Temp_High,35
31:05.4,16418627,2429,Temp_Low,25
31:05.5,16521489,102862,Current,31.8
31:05.5,16521489,102862,Voltage,332.8
31:05.5,16521489,102862,Battery_SOC,39
31:05.5,16523896,2407,Temp_High,35
31:05.5,16523896,2407,Temp_Low,25
31:05.6,16626744,102848,Current,32.8
31:05.6,16626744,102848,Voltage,332.8
31:05.6,16626744,102848,Battery_SOC,40
31:05.6,16629173,2429,Temp_High,36
31:05.6,16629173,2429,Temp_Low,26
31:05.7,16732045,102872,Current,33.8
31:05.7,16732045,102872,Voltage,332.8
31:05.7,16732045,102872,Battery_SOC,41
31:05.7,16734448,2403,Temp_High,36
31:05.7,16734448,2403,Temp_Low,26
31:05.8,16837284,102836,Current,34.8
31:05.8,16837284,102836,Voltage,332.8
31:05.8,16837284,102836,Battery_SOC,42
31:05.8,16839746,2462,Temp_High,36
31:05.8,16839746,2462,Temp_Low,26
31:05.9,16942640,102894,Current,35.8
31:05.9,16942640,102894,Voltage,332.8
31:05.9,16942640,102894,Battery_SOC,43
31:05.9,16944985,2345,Temp_High,37
31:05.9,16944985,2345,Temp_Low,27
31:06.0,17047861,102876,Current,36.8
31:06.0,17047861,102876,Voltage,332.8
31:06.0,17047861,102876,Battery_SOC,44
31:06.0,17050254,2393,Temp_High,37
31:06.0,17050254,2393,Temp_Low,27
31:06.1,17153130,102876,Current,37.8
31:06.1,17153130,102876,Voltage,332.8
31:06.1,17153130,102876,Battery_SOC,45
31:06.1,17155514,2384,Temp_High,38
31:06.1,17155514,2384,Temp_Low,28
31:06.3,17258378,102864,Current,38.8
31:06.3,17258378,102864,Voltage,332.8
31:06.3,17258378,102864,Battery_SOC,46
31:06.3,17260791,2413,Temp_High,38
31:06.3,17260791,2413,Temp_Low,28
31:06.4,17363643,102852,Current,39.8
31:06.4,17363643,102852,Voltage,332.8
31:06.4,17363643,102852,Battery_SOC,47
31:06.4,17366063,2420,Temp_High,38
31:06.4,17366063,2420,Temp_Low,28
31:06.5,17468921,102858,Current,40.8
31:06.5,17468921,102858,Voltage,332.8
31:06.5,17468921,102858,Battery_SOC,48
31:06.5,17471336,2415,Temp_High,39
31:06.5,17471336,2415,Temp_Low,29
31:06.6,17574196,102860,Current,41.8
31:06.6,17574196,102860,Voltage,332.8
31:06.6,17574196,102860,Battery_SOC,49
31:06.6,17576593,2397,Temp_High,39
31:06.6,17576593,2397,Temp_Low,29
31:06.7,17679421,102828,Current,42.8
31:06.7,17679421,102828,Voltage,332.8
31:06.7,17679421,102828,Battery_SOC,50
31:06.7,17681872,2451,Temp_High,40
31:06.7,17681872,2451,Temp_Low,30
31:06.8,17784692,102820,Current,43.8
31:06.8,17784692,102820,Voltage,332.8
31:06.8,17784692,102820,Battery_SOC,51
31:06.8,17787142,2450,Temp_High,40
31:06.8,17787142,2450,Temp_Low,30
31:06.9,17890002,102860,Current,70.4
31:06.9,17890002,102860,Voltage,332.8
31:06.9,17890002,102860,Battery_SOC,52
31:06.9,17892419,2417,Temp_High,40
31:06.9,17892419,2417,Temp_Low,30
31:07.0,17995233,102814,Current,71.4
31:07.0,17995233,102814,Voltage,332.8
31:07.0,17995233,102814,Battery_SOC,53
31:07.0,17997699,2466,Temp_High,41
31:07.0,17997699,2466,Temp_Low,31
31:07.1,18100505,102806,Current,72.4
31:07.1,18100505,102806,Voltage,332.8
31:07.1,18100505,102806,Battery_SOC,54
31:07.1,18102974,2469,Temp_High,41
31:07.1,18102974,2469,Temp_Low,31
31:07.2,18205830,102856,Current,73.4
31:07.2,18205830,102856,Voltage,332.8
31:07.2,18205830,102856,Battery_SOC,55
31:07.2,18208244,2414,Temp_High,42
31:07.2,18208244,2414,Temp_Low,32
31:07.3,18311096,102852,Current,74.4
31:07.3,18311096,102852,Voltage,332.8
31:07.3,18311096,102852,Battery_SOC,56
31:07.3,18313527,2431,Temp_High,42
31:07.3,18313527,2431,Temp_Low,32
31:07.4,18416760,103233,Current,75.4
31:07.4,18416760,103233,Voltage,332.8
31:07.4,18416760,103233,Battery_SOC,57
31:07.4,18418818,2058,Temp_High,42
31:07.4,18418818,2058,Temp_Low,32
31:07.5,18521640,102822,Current,76.4
31:07.5,18521640,102822,Voltage,332.8
31:07.5,18521640,102822,Battery_SOC,58
31:07.5,18524128,2488,Temp_High,43
31:07.5,18524128,2488,Temp_Low,33
31:07.6,18626989,102861,Current,51.8
31:07.6,18626989,102861,Voltage,358.4
31:07.6,18626989,102861,Battery_SOC,59
31:07.6,18629302,2313,Temp_High,43
31:07.6,18629302,2313,Temp_Low,33
31:07.7,18732042,102740,Current,52.8
31:07.7,18732042,102740,Voltage,358.4
31:07.7,18732042,102740,Battery_SOC,60
31:07.7,18734576,2534,Temp_High,44
31:07.7,18734576,2534,Temp_Low,34
31:07.8,18837386,102810,Current,53.8
31:07.8,18837386,102810,Voltage,358.4
31:07.8,18837386,102810,Battery_SOC,61
31:07.8,18839853,2467,Temp_High,44
31:07.8,18839853,2467,Temp_Low,34
31:07.9,18942669,102816,Current,54.8
31:07.9,18942669,102816,Voltage,358.4
31:07.9,18942669,102816,Battery_SOC,62
31:07.9,18945130,2461,Temp_High,44
31:07.9,18945130,2461,Temp_Low,34
31:08.0,19047896,102766,Current,55.8
31:08.0,19047896,102766,Voltage,358.4
31:08.0,19047896,102766,Battery_SOC,63
31:08.0,19050402,2506,Temp_High,45
31:08.0,19050402,2506,Temp_Low,35
31:08.1,19153196,102794,Current,56.8
31:08.1,19153196,102794,Voltage,358.4
31:08.1,19153196,102794,Battery_SOC,64
31:08.1,19155671,2475,Temp_High,45
31:08.1,19155671,2475,Temp_Low,35
31:08.3,19258539,102868,Current,57.8
31:08.3,19258539,102868,Voltage,358.4
31:08.3,19258539,102868,Battery_SOC,65
31:08.3,19260943,2404,Temp_High,46
31:08.3,19260943,2404,Temp_Low,36
31:08.4,19363765,102822,Current,58.8
31:08.4,19363765,102822,Voltage,358.4
31:08.4,19363765,102822,Battery_SOC,66
31:08.4,19366220,2455,Temp_High,46
31:08.4,19366220,2455,Temp_Low,36
31:08.5,19469082,102862,Current,59.8
31:08.5,19469082,102862,Voltage,358.4
31:08.5,19469082,102862,Battery_SOC,67
31:08.5,19471495,2413,Temp_High,46
31:08.5,19471495,2413,Temp_Low,36
31:08.6,19574319,102824,Current,60.8
31:08.6,19574319,102824,Voltage,358.4
31:08.6,19574319,102824,Battery_SOC,68
31:08.6,19576756,2437,Temp_High,47
31:08.6,19576756,2437,Temp_Low,37
31:08.7,19679614,102858,Current,61.8
31:08.7,19679614,102858,Voltage,358.4
31:08.7,19679614,102858,Battery_SOC,69
31:08.7,19682025,2411,Temp_High,47
31:08.7,19682025,2411,Temp_Low,37
31:08.8,19784815,102790,Current,62.8
31:08.8,19784815,102790,Voltage,358.4
31:08.8,19784815,102790,Battery_SOC,70
31:08.8,19787309,2494,Temp_High,48
31:08.8,19787309,2494,Temp_Low,38
31:08.9,19890161,102852,Current,63.8
31:08.9,19890161,102852,Voltage,358.4
31:08.9,19890161,102852,Battery_SOC,71
31:08.9,19892578,2417,Temp_High,48
31:08.9,19892578,2417,Temp_Low,38
31:09.0,19995415,102837,Current,64.8
31:09.0,19995415,102837,Voltage,358.4
31:09.0,19995415,102837,Battery_SOC,72
31:09.0,19997848,2433,Temp_High,48
31:09.0,19997848,2433,Temp_Low,38
31:09.1,20100704,102856,Current,65.8
31:09.1,20100704,102856,Voltage,358.4
31:09.1,20100704,102856,Battery_SOC,73
31:09.1,20103125,2421,Temp_High,49
31:09.1,20103125,2421,Temp_Low,39
31:09.2,20205927,102802,Current,66.8
31:09.2,20205927,102802,Voltage,358.4
31:09.2,20205927,102802,Battery_SOC,74
31:09.2,20208447,2520,Temp_High,49
31:09.2,20208447,2520,Temp_Low,39
31:09.3,20311270,102823,Current,67.8
31:09.3,20311270,102823,Voltage,358.4
31:09.3,20311270,102823,Battery_SOC,75
31:09.3,20313673,2403,Temp_High,50
31:09.3,20313673,2403,Temp_Low,40
31:09.4,20416509,102836,Current,68.8
31:09.4,20416509,102836,Voltage,358.4
31:09.4,20416509,102836,Battery_SOC,76
31:09.4,20418961,2452,Temp_High,50
31:09.4,20418961,2452,Temp_Low,40
31:09.5,20521726,102765,Current,95.4
31:09.5,20521726,102765,Voltage,358.4
31:09.5,20521726,102765,Battery_SOC,77
31:09.5,20524246,2520,Temp_High,50
31:09.5,20524246,2520,Temp_Low,40
31:09.6,20627086,102840,Current,96.4
31:09.6,20627086,102840,Voltage,358.4
31:09.6,20627086,102840,Battery_SOC,78
31:09.6,20629518,2432,Temp_High,51
31:09.6,20629518,2432,Temp_Low,41
31:09.7,20732340,102822,Current,97.4
31:09.7,20732340,102822,Voltage,358.4
31:09.7,20732340,102822,Battery_SOC,79
31:09.7,20734783,2443,Temp_High,51
31:09.7,20734783,2443,Temp_Low,41
31:09.8,20837589,102806,Current,98.4
31:09.8,20837589,102806,Voltage,358.4
31:09.8,20837589,102806,Battery_SOC,80
31:09.8,20840057,2468,Temp_High,52
31:09.8,20840057,2468,Temp_Low,42
31:09.9,20942922,102865,Current,99.4
31:09.9,20942922,102865,Voltage,358.4
31:09.9,20942922,102865,Battery_SOC,81
31:09.9,20945316,2394,Temp_High,52
31:09.9,20945316,2394,Temp_Low,42
31:10.0,21048186,102870,Current,100.4
31:10.0,21048186,102870,Voltage,358.4
31:10.0,21048186,102870,Battery_SOC,82
31:10.0,21050585,2399,Temp_High,52
31:10.0,21050585,2399,Temp_Low,42
31:10.1,21153401,102816,Current,101.4
31:10.1,21153401,102816,Voltage,358.4
31:10.1,21153401,102816,Battery_SOC,83
31:10.1,21155854,2453,Temp_High,53
31:10.1,21155854,2453,Temp_Low,43
31:10.3,21258664,102810,Current,76.8
31:10.3,21258664,102810,Voltage,384
31:10.3,21258664,102810,Battery_SOC,84
31:10.3,21261082,2418,Temp_High,53
31:10.3,21261082,2418,Temp_Low,43
31:10.4,21363944,102862,Current,77.8
31:10.4,21363944,102862,Voltage,384
31:10.4,21363944,102862,Battery_SOC,85
31:10.4,21366325,2381,Temp_High,54
31:10.4,21366325,2381,Temp_Low,44
31:10.5,21469135,102810,Current,78.8
31:10.5,21469135,102810,Voltage,384
31:10.5,21469135,102810,Battery_SOC,86
31:10.5,21471596,2461,Temp_High,54
31:10.5,21471596,2461,Temp_Low,44
31:10.6,21574396,102800,Current,79.8
31:10.6,21574396,102800,Voltage,384
31:10.6,21574396,102800,Battery_SOC,87
31:10.6,21576860,2464,Temp_High,54
31:10.6,21576860,2464,Temp_Low,44
31:10.7,21679736,102876,Current,80.8
31:10.7,21679736,102876,Voltage,384
31:10.7,21679736,102876,Battery_SOC,88
31:10.7,21682127,2391,Temp_High,55
31:10.7,21682127,2391,Temp_Low,45
31:10.8,21784993,102866,Current,81.8
31:10.8,21784993,102866,Voltage,384
31:10.8,21784993,102866,Battery_SOC,89
31:10.8,21787407,2414,Temp_High,55
31:10.8,21787407,2414,Temp_Low,45
31:10.9,21890212,102805,Current,82.8
31:10.9,21890212,102805,Voltage,384
31:10.9,21890212,102805,Battery_SOC,90
31:10.9,21892730,2518,Temp_High,56
31:10.9,21892730,2518,Temp_Low,46
31:11.0,21995558,102828,Current,83.8
31:11.0,21995558,102828,Voltage,384
31:11.0,21995558,102828,Battery_SOC,91
31:11.0,21997941,2383,Temp_High,56
31:11.0,21997941,2383,Temp_Low,46
31:11.1,22100735,102794,Current,84.8
31:11.1,22100735,102794,Voltage,384
31:11.1,22100735,102794,Battery_SOC,92
31:11.1,22103403,2668,Temp_High,56
31:11.1,22103403,2668,Temp_Low,46
31:11.2,22206093,102690,Current,85.8
31:11.2,22206093,102690,Voltage,384
31:11.2,22206093,102690,Battery_SOC,93
31:11.2,22208484,2391,Temp_High,57
31:11.2,22208484,2391,Temp_Low,47
31:11.3,22311300,102816,Current,86.8
31:11.3,22311300,102816,Voltage,384
31:11.3,22311300,102816,Battery_SOC,94
31:11.3,22313742,2442,Temp_High,57
31:11.3,22313742,2442,Temp_Low,47
31:11.4,22416605,102863,Current,87.8
31:11.4,22416605,102863,Voltage,384
31:11.4,22416605,102863,Battery_SOC,95
31:11.4,22419019,2414,Temp_High,58
31:11.4,22419019,2414,Temp_Low,48
31:11.5,22521815,102796,Current,88.8
31:11.5,22521815,102796,Voltage,384
31:11.5,22521815,102796,Battery_SOC,96
31:11.5,22524294,2479,Temp_High,58
31:11.5,22524294,2479,Temp_Low,48
31:11.6,22627148,102854,Current,89.8
31:11.6,22627148,102854,Voltage,384
31:11.6,22627148,102854,Battery_SOC,97
31:11.6,22629568,2420,Temp_High,58
31:11.6,22629568,2420,Temp_Low,48
31:11.7,22732424,102856,Current,90.8
31:11.7,22732424,102856,Voltage,384
31:11.7,22732424,102856,Battery_SOC,98
31:11.7,22734833,2409,Temp_High,59
31:11.7,22734833,2409,Temp_Low,49
31:11.8,22837641,102808,Current,91.8
31:11.8,22837641,102808,Voltage,384
31:11.8,22837641,102808,Battery_SOC,99
31:11.8,22840109,2468,Temp_High,59
31:11.8,22840109,2468,Temp_Low,49
31:11.9,22942925,102816,Current,92.8
31:11.9,22942925,102816,Voltage,384
31:11.9,22942925,102816,Battery_SOC,100
31:11.9,22945428,2503,Temp_High,60
31:11.9,22945428,2503,Temp_Low,50
31:12.0,23048352,102924,Current,18.4
31:12.0,23048352,102924,Voltage,281.6
31:12.0,23048352,102924,Battery_SOC,0
31:12.0,23050669,2317,Temp_High,20
31:12.0,23050669,2317,Temp_Low,10
31:12.1,23153448,102779,Current,19.4
31:12.1,23153448,102779,Voltage,281.6
31:12.1,23153448,102779,Battery_SOC,1
31:12.1,23155787,2339,Temp_High,20
31:12.1,23155787,2339,Temp_Low,10
31:12.3,23258509,102722,Current,20.4
31:12.3,23258509,102722,Voltage,281.6
31:12.3,23258509,102722,Battery_SOC,2
31:12.3,23260892,2383,Temp_High,20
31:12.3,23260892,2383,Temp_Low,10
31:12.4,23363618,102726,Current,21.4
31:12.4,23363618,102726,Voltage,281.6
31:12.4,23363618,102726,Battery_SOC,3
31:12.4,23365994,2376,Temp_High,21
31:12.4,23365994,2376,Temp_Low,11
31:12.5,23468790,102796,Current,22.4
31:12.5,23468790,102796,Voltage,281.6
31:12.5,23468790,102796,Battery_SOC,4
31:12.5,23471109,2319,Temp_High,21
31:12.5,23471109,2319,Temp_Low,11
31:12.6,23573821,102712,Current,23.4
31:12.6,23573821,102712,Voltage,281.6
31:12.6,23573821,102712,Battery_SOC,5
31:12.6,23576269,2448,Temp_High,22
31:12.6,23576269,2448,Temp_Low,12
31:12.7,23679029,102760,Current,24.4
31:12.7,23679029,102760,Voltage,281.6
31:12.7,23679029,102760,Battery_SOC,6
31:12.7,23681320,2291,Temp_High,22
31:12.7,23681320,2291,Temp_Low,12
31:12.8,23784130,102810,Current,25.4
31:12.8,23784130,102810,Voltage,281.6
31:12.8,23784130,102810,Battery_SOC,7
31:12.8,23786429,2299,Temp_High,22
31:12.8,23786429,2299,Temp_Low,12
31:12.9,23889161,102732,Current,0.8
31:12.9,23889161,102732,Voltage,307.2
31:12.9,23889161,102732,Battery_SOC,8
31:12.9,23891531,2370,Temp_High,23
31:12.9,23891531,2370,Temp_Low,13
31:13.0,23994277,102746,Current,1.8
31:13.0,23994277,102746,Voltage,307.2
31:13.0,23994277,102746,Battery_SOC,9
31:13.0,23996668,2391,Temp_High,23
31:13.0,23996668,2391,Temp_Low,13
31:13.1,24099454,102786,Current,2.8
31:13.1,24099454,102786,Voltage,307.2
31:13.1,24099454,102786,Battery_SOC,10
31:13.1,24101854,2400,Temp_High,24
31:13.1,24101854,2400,Temp_Low,14
31:13.2,24204684,102830,Current,3.8
31:13.2,24204684,102830,Voltage,307.2
31:13.2,24204684,102830,Battery_SOC,11
31:13.2,24207091,2407,Temp_High,24
31:13.2,24207091,2407,Temp_Low,14
31:13.3,24309863,102772,Current,4.8
31:13.3,24309863,102772,Voltage,307.2
31:13.3,24309863,102772,Battery_SOC,12
31:13.3,24312317,2454,Temp_High,24
31:13.3,24312317,2454,Temp_Low,14
31:13.4,24415089,102772,Current,5.8
31:13.4,24415089,102772,Voltage,307.2
31:13.4,24415089,102772,Battery_SOC,13
31:13.4,24417554,2465,Temp_High,25
31:13.4,24417554,2465,Temp_Low,15
31:13.5,24520382,102828,Current,6.8
31:13.5,24520382,102828,Voltage,307.2
31:13.5,24520382,102828,Battery_SOC,14
31:13.5,24522784,2402,Temp_High,25
31:13.5,24522784,2402,Temp_Low,15
31:13.6,24625606,102822,Current,7.8
31:13.6,24625606,102822,Voltage,307.2
31:13.6,24625606,102822,Battery_SOC,15
31:13.6,24628013,2407,Temp_High,26
31:13.6,24628013,2407,Temp_Low,16
31:13.7,24730841,102828,Current,8.8
31:13.7,24730841,102828,Voltage,307.2
31:13.7,24730841,102828,Battery_SOC,16
31:13.7,24733280,2439,Temp_High,26
31:13.7,24733280,2439,Temp_Low,16
31:13.8,24836092,102812,Current,9.8
31:13.8,24836092,102812,Voltage,307.2
31:13.8,24836092,102812,Battery_SOC,17
31:13.8,24838547,2455,Temp_High,26
31:13.8,24838547,2455,Temp_Low,16
31:13.9,24941414,102867,Current,10.8
31:13.9,24941414,102867,Voltage,307.2
31:13.9,24941414,102867,Battery_SOC,18
31:13.9,24943817,2403,Temp_High,27
31:13.9,24943817,2403,Temp_Low,17
31:14.0,25046687,102870,Current,11.8
31:14.0,25046687,102870,Voltage,307.2
31:14.0,25046687,102870,Battery_SOC,19
31:14.0,25049092,2405,Temp_High,27
31:14.0,25049092,2405,Temp_Low,17
31:14.1,25151956,102864,Current,12.8
31:14.1,25151956,102864,Voltage,307.2
31:14.1,25151956,102864,Battery_SOC,20
31:14.1,25154375,2419,Temp_High,28
31:14.1,25154375,2419,Temp_Low,18
31:14.3,25257223,102848,Current,13.8
31:14.3,25257223,102848,Voltage,307.2
31:14.3,25257223,102848,Battery_SOC,21
31:14.3,25259669,2446,Temp_High,28
31:14.3,25259669,2446,Temp_Low,18
31:14.4,25362551,102882,Current,14.8
31:14.4,25362551,102882,Voltage,307.2
31:14.4,25362551,102882,Battery_SOC,22
31:14.4,25364898,2347,Temp_High,28
31:14.4,25364898,2347,Temp_Low,18
31:14.5,25467768,102870,Current,15.8
31:14.5,25467768,102870,Voltage,307.2
31:14.5,25467768,102870,Battery_SOC,23
31:14.5,25470161,2393,Temp_High,29
31:14.5,25470161,2393,Temp_Low,19
31:14.6,25573040,102879,Current,16.8
31:14.6,25573040,102879,Voltage,307.2
31:14.6,25573040,102879,Battery_SOC,24
31:14.6,25575423,2383,Temp_High,29
31:14.6,25575423,2383,Temp_Low,19
31:14.7,25678231,102808,Current,17.8
31:14.7,25678231,102808,Voltage,307.2
31:14.7,25678231,102808,Battery_SOC,25
31:14.7,25680696,2465,Temp_High,30
31:14.7,25680696,2465,Temp_Low,20
31:14.8,25783458,102762,Current,44.4
31:14.8,25783458,102762,Voltage,307.2
31:14.8,25783458,102762,Battery_SOC,26
31:14.8,25785974,2516,Temp_High,30
31:14.8,25785974,2516,Temp_Low,20
31:14.9,25888782,102808,Current,45.4
31:14.9,25888782,102808,Voltage,307.2
31:14.9,25888782,102808,Battery_SOC,27
31:14.9,25891237,2455,Temp_High,30
31:14.9,25891237,2455,Temp_Low,20
31:15.0,25994363,103126,Current,46.4
31:15.0,25994363,103126,Voltage,307.2
31:15.0,25994363,103126,Battery_SOC,28
31:15.0,25996510,2147,Temp_High,31
31:15.0,25996510,2147,Temp_Low,21
31:15.1,26099348,102838,Current,47.4
31:15.1,26099348,102838,Voltage,307.2
31:15.1,26099348,102838,Battery_SOC,29
31:15.1,26101782,2434,Temp_High,31
31:15.1,26101782,2434,Temp_Low,21
31:15.2,26204523,102741,Current,48.4
31:15.2,26204523,102741,Voltage,307.2
31:15.2,26204523,102741,Battery_SOC,30
31:15.2,26207115,2592,Temp_High,32
31:15.2,26207115,2592,Temp_Low,22
31:15.3,26309899,102784,Current,49.4
31:15.3,26309899,102784,Voltage,307.2
31:15.3,26309899,102784,Battery_SOC,31
31:15.3,26312316,2417,Temp_High,32
31:15.3,26312316,2417,Temp_Low,22
31:15.4,26415122,102806,Current,50.4
31:15.4,26415122,102806,Voltage,307.2
31:15.4,26415122,102806,Battery_SOC,32
31:15.4,26417595,2473,Temp_High,32
31:15.4,26417595,2473,Temp_Low,22
31:15.5,26520413,102818,Current,25.8
31:15.5,26520413,102818,Voltage,332.8
31:15.5,26520413,102818,Battery_SOC,33
31:15.5,26522827,2414,Temp_High,33
31:15.5,26522827,2414,Temp_Low,23
31:15.6,26625691,102864,Current,26.8
31:15.6,26625691,102864,Voltage,332.8
31:15.6,26625691,102864,Battery_SOC,34
31:15.6,26628064,2373,Temp_High,33
31:15.6,26628064,2373,Temp_Low,23
31:15.7,26730949,102885,Current,27.8
31:15.7,26730949,102885,Voltage,332.8
31:15.7,26730949,102885,Battery_SOC,35
31:15.7,26733336,2387,Temp_High,34
31:15.7,26733336,2387,Temp_Low,24
31:15.8,26836194,102858,Current,28.8
31:15.8,26836194,102858,Voltage,332.8
31:15.8,26836194,102858,Battery_SOC,36
31:15.8,26838599,2405,Temp_High,34
31:15.8,26838599,2405,Temp_Low,24
31:15.9,26941451,102852,Current,29.8
31:15.9,26941451,102852,Voltage,332.8
31:15.9,26941451,102852,Battery_SOC,37
31:15.9,26943915,2464,Temp_High,34
31:15.9,26943915,2464,Temp_Low,24
31:16.0,27046779,102864,Current,30.8
31:16.0,27046779,102864,Voltage,332.8
31:16.0,27046779,102864,Battery_SOC,38
31:16.0,27049148,2369,Temp_High,35
31:16.0,27049148,2369,Temp_Low,25
31:16.1,27151972,102824,Current,31.8
31:16.1,27151972,102824,Voltage,332.8
31:16.1,27151972,102824,Battery_SOC,39
31:16.1,27154427,2455,Temp_High,35
31:16.1,27154427,2455,Temp_Low,25
31:16.3,27257307,102880,Current,32.8
31:16.3,27257307,102880,Voltage,332.8
31:16.3,27257307,102880,Battery_SOC,40
31:16.3,27259687,2380,Temp_High,36
31:16.3,27259687,2380,Temp_Low,26
31:16.4,27362498,102811,Current,33.8
31:16.4,27362498,102811,Voltage,332.8
