timestamp,total_elapsed_us,delta_us,signal,value
23:32:43.062,65254705,102648,Current,70.4
23:32:43.062,65254705,102648,Voltage,332.8
23:32:43.062,65254705,102648,Battery_SOC,52.0
23:32:43.065,65257103,2398,Temp_High,40.0
23:32:43.065,65257103,2398,Temp_Low,30.0
23:32:43.168,65359957,102854,Current,71.4
23:32:43.168,65359957,102854,Voltage,332.8
23:32:43.168,65359957,102854,Battery_SOC,53.0
23:32:43.170,65362390,2433,Temp_High,41.0
23:32:43.170,65362390,2433,Temp_Low,31.0
23:32:43.273,65465247,102857,Current,72.4
23:32:43.273,65465247,102857,Voltage,332.8
23:32:43.273,65465247,102857,Battery_SOC,54.0
23:32:43.275,65467700,2453,Temp_High,41.0
23:32:43.275,65467700,2453,Temp_Low,31.0
23:32:43.378,65570524,102824,Current,73.4
23:32:43.378,65570524,102824,Voltage,332.8
23:32:43.378,65570524,102824,Battery_SOC,55.0
23:32:43.381,65572935,2411,Temp_High,42.0
23:32:43.381,65572935,2411,Temp_Low,32.0
23:32:43.483,65675787,102852,Current,74.4
23:32:43.483,65675787,102852,Voltage,332.8
23:32:43.483,65675787,102852,Battery_SOC,56.0
23:32:43.486,65678256,2469,Temp_High,42.0
23:32:43.486,65678256,2469,Temp_Low,32.0
23:32:43.589,65781127,102871,Current,75.4
23:32:43.589,65781127,102871,Voltage,332.8
23:32:43.589,65781127,102871,Battery_SOC,57.0
23:32:43.591,65783490,2363,Temp_High,42.0
23:32:43.591,65783490,2363,Temp_Low,32.0
23:32:43.694,65886363,102873,Current,76.4
23:32:43.694,65886363,102873,Voltage,332.8
23:32:43.694,65886363,102873,Battery_SOC,58.0
23:32:43.696,65888763,2400,Temp_High,43.0
23:32:43.696,65888763,2400,Temp_Low,33.0
23:32:43.799,65991653,102890,Current,51.8
23:32:43.799,65991653,102890,Voltage,358.4
23:32:43.799,65991653,102890,Battery_SOC,59.0
23:32:43.802,65994004,2351,Temp_High,43.0
23:32:43.802,65994004,2351,Temp_Low,33.0
23:32:43.904,66096884,102880,Current,52.8
23:32:43.904,66096884,102880,Voltage,358.4
23:32:43.904,66096884,102880,Battery_SOC,60.0
23:32:43.907,66099289,2405,Temp_High,44.0
23:32:43.907,66099289,2405,Temp_Low,34.0
23:32:44.010,66202141,102852,Current,53.8
23:32:44.010,66202141,102852,Voltage,358.4
23:32:44.010,66202141,102852,Battery_SOC,61.0
23:32:44.012,66204557,2416,Temp_High,44.0
23:32:44.012,66204557,2416,Temp_Low,34.0
23:32:44.115,66307425,102868,Current,54.8
23:32:44.115,66307425,102868,Voltage,358.4
23:32:44.115,66307425,102868,Battery_SOC,62.0
23:32:44.117,66309834,2409,Temp_High,44.0
23:32:44.117,66309834,2409,Temp_Low,34.0
23:32:44.220,66412704,102870,Current,55.8
23:32:44.220,66412704,102870,Voltage,358.4
23:32:44.220,66412704,102870,Battery_SOC,63.0
23:32:44.223,66415111,2407,Temp_High,45.0
23:32:44.223,66415111,2407,Temp_Low,35.0
23:32:44.326,66517965,102854,Current,56.8
23:32:44.326,66517965,102854,Voltage,358.4
23:32:44.326,66517965,102854,Battery_SOC,64.0
23:32:44.328,66520363,2398,Temp_High,45.0
23:32:44.328,66520363,2398,Temp_Low,35.0
23:32:44.431,66623225,102862,Current,57.8
23:32:44.431,66623225,102862,Voltage,358.4
23:32:44.431,66623225,102862,Battery_SOC,65.0
23:32:44.433,66625630,2405,Temp_High,46.0
23:32:44.433,66625630,2405,Temp_Low,36.0
23:32:44.536,66728492,102862,Current,58.8
23:32:44.536,66728492,102862,Voltage,358.4
23:32:44.536,66728492,102862,Battery_SOC,66.0
23:32:44.538,66730901,2409,Temp_High,46.0
23:32:44.538,66730901,2409,Temp_Low,36.0
23:32:44.641,66833757,102856,Current,59.8
23:32:44.641,66833757,102856,Voltage,358.4
23:32:44.641,66833757,102856,Battery_SOC,67.0
23:32:44.644,66836163,2406,Temp_High,46.0
23:32:44.644,66836163,2406,Temp_Low,36.0
23:32:44.747,66939009,102846,Current,60.8
23:32:44.747,66939009,102846,Voltage,358.4
23:32:44.747,66939009,102846,Battery_SOC,68.0
23:32:44.749,66941438,2429,Temp_High,47.0
23:32:44.749,66941438,2429,Temp_Low,37.0
23:32:44.852,67044306,102868,Current,61.8
23:32:44.852,67044306,102868,Voltage,358.4
23:32:44.852,67044306,102868,Battery_SOC,69.0
23:32:44.854,67046715,2409,Temp_High,47.0
23:32:44.854,67046715,2409,Temp_Low,37.0
23:32:44.957,67149569,102854,Current,62.8
23:32:44.957,67149569,102854,Voltage,358.4
23:32:44.957,67149569,102854,Battery_SOC,70.0
23:32:44.960,67151994,2425,Temp_High,48.0
23:32:44.960,67151994,2425,Temp_Low,38.0
23:32:45.062,67254856,102862,Current,63.8
23:32:45.062,67254856,102862,Voltage,358.4
23:32:45.062,67254856,102862,Battery_SOC,71.0
23:32:45.065,67257272,2416,Temp_High,48.0
23:32:45.065,67257272,2416,Temp_Low,38.0
23:32:45.168,67360158,102886,Current,64.8
23:32:45.168,67360158,102886,Voltage,358.4
23:32:45.168,67360158,102886,Battery_SOC,72.0
23:32:45.170,67362586,2428,Temp_High,48.0
23:32:45.170,67362586,2428,Temp_Low,38.0
23:32:45.273,67465463,102877,Current,65.8
23:32:45.273,67465463,102877,Voltage,358.4
23:32:45.273,67465463,102877,Battery_SOC,73.0
23:32:45.275,67467826,2363,Temp_High,49.0
23:32:45.275,67467826,2363,Temp_Low,39.0
23:32:45.378,67570680,102854,Current,66.8
23:32:45.378,67570680,102854,Voltage,358.4
23:32:45.378,67570680,102854,Battery_SOC,74.0
23:32:45.381,67573096,2416,Temp_High,49.0
23:32:45.381,67573096,2416,Temp_Low,39.0
23:32:45.484,67675968,102872,Current,67.8
23:32:45.484,67675968,102872,Voltage,358.4
23:32:45.484,67675968,102872,Battery_SOC,75.0
23:32:45.486,67678375,2407,Temp_High,50.0
23:32:45.486,67678375,2407,Temp_Low,40.0
23:32:45.589,67781231,102856,Current,68.8
23:32:45.589,67781231,102856,Voltage,358.4
23:32:45.589,67781231,102856,Battery_SOC,76.0
23:32:45.591,67783652,2421,Temp_High,50.0
23:32:45.591,67783652,2421,Temp_Low,40.0
23:32:45.694,67886514,102862,Current,95.4
23:32:45.694,67886514,102862,Voltage,358.4
23:32:45.694,67886514,102862,Battery_SOC,77.0
23:32:45.697,67888926,2412,Temp_High,50.0
23:32:45.697,67888926,2412,Temp_Low,40.0
23:32:45.799,67991794,102868,Current,96.4
23:32:45.799,67991794,102868,Voltage,358.4
23:32:45.799,67991794,102868,Battery_SOC,78.0
23:32:45.802,67994213,2419,Temp_High,51.0
23:32:45.802,67994213,2419,Temp_Low,41.0
23:32:45.905,68097097,102884,Current,97.4
23:32:45.905,68097097,102884,Voltage,358.4
23:32:45.905,68097097,102884,Battery_SOC,79.0
23:32:45.907,68099498,2401,Temp_High,51.0
23:32:45.907,68099498,2401,Temp_Low,41.0
23:32:46.010,68202358,102860,Current,98.4
23:32:46.010,68202358,102860,Voltage,358.4
23:32:46.010,68202358,102860,Battery_SOC,80.0
23:32:46.012,68204759,2401,Temp_High,52.0
23:32:46.012,68204759,2401,Temp_Low,42.0
23:32:46.115,68307623,102864,Current,99.4
23:32:46.115,68307623,102864,Voltage,358.4
23:32:46.115,68307623,102864,Battery_SOC,81.0
23:32:46.118,68310031,2408,Temp_High,52.0
23:32:46.118,68310031,2408,Temp_Low,42.0
23:32:46.220,68412893,102862,Current,100.4
23:32:46.220,68412893,102862,Voltage,358.4
23:32:46.220,68412893,102862,Battery_SOC,82.0
23:32:46.223,68415308,2415,Temp_High,52.0
23:32:46.223,68415308,2415,Temp_Low,42.0
23:32:46.326,68518164,102856,Current,101.4
23:32:46.326,68518164,102856,Voltage,358.4
23:32:46.326,68518164,102856,Battery_SOC,83.0
23:32:46.328,68520579,2415,Temp_High,53.0
23:32:46.328,68520579,2415,Temp_Low,43.0
23:32:46.431,68623433,102854,Current,76.8
23:32:46.431,68623433,102854,Voltage,384.0
23:32:46.431,68623433,102854,Battery_SOC,84.0
23:32:46.433,68625799,2366,Temp_High,53.0
23:32:46.433,68625799,2366,Temp_Low,43.0
23:32:46.536,68728626,102827,Current,77.8
23:32:46.536,68728626,102827,Voltage,384.0
23:32:46.536,68728626,102827,Battery_SOC,85.0
23:32:46.539,68731044,2418,Temp_High,54.0
23:32:46.539,68731044,2418,Temp_Low,44.0
23:32:46.641,68833860,102816,Current,78.8
23:32:46.641,68833860,102816,Voltage,384.0
23:32:46.641,68833860,102816,Battery_SOC,86.0
23:32:46.644,68836313,2453,Temp_High,54.0
23:32:46.644,68836313,2453,Temp_Low,44.0
23:32:46.747,68939167,102854,Current,79.8
23:32:46.747,68939167,102854,Voltage,384.0
23:32:46.747,68939167,102854,Battery_SOC,87.0
23:32:46.749,68941653,2486,Temp_High,54.0
23:32:46.749,68941653,2486,Temp_Low,44.0
23:32:46.852,69044342,102689,Current,80.8
23:32:46.852,69044342,102689,Voltage,384.0
23:32:46.852,69044342,102689,Battery_SOC,88.0
23:32:46.855,69046918,2576,Temp_High,55.0
23:32:46.855,69046918,2576,Temp_Low,45.0
23:32:46.957,69149788,102870,Current,81.8
23:32:46.957,69149788,102870,Voltage,384.0
23:32:46.957,69149788,102870,Battery_SOC,89.0
23:32:46.960,69152143,2355,Temp_High,55.0
23:32:46.960,69152143,2355,Temp_Low,45.0
23:32:47.063,69254991,102848,Current,82.8
23:32:47.063,69254991,102848,Voltage,384.0
23:32:47.063,69254991,102848,Battery_SOC,90.0
23:32:47.065,69257398,2407,Temp_High,56.0
23:32:47.065,69257398,2407,Temp_Low,46.0
23:32:47.168,69360226,102828,Current,83.8
23:32:47.168,69360226,102828,Voltage,384.0
23:32:47.168,69360226,102828,Battery_SOC,91.0
23:32:47.170,69362668,2442,Temp_High,56.0
23:32:47.170,69362668,2442,Temp_Low,46.0
23:32:47.273,69465552,102884,Current,84.8
23:32:47.273,69465552,102884,Voltage,384.0
23:32:47.273,69465552,102884,Battery_SOC,92.0
23:32:47.276,69467937,2385,Temp_High,56.0
23:32:47.276,69467937,2385,Temp_Low,46.0
23:32:47.378,69570765,102828,Current,85.8
23:32:47.378,69570765,102828,Voltage,384.0
23:32:47.378,69570765,102828,Battery_SOC,93.0
23:32:47.381,69573208,2443,Temp_High,57.0
23:32:47.381,69573208,2443,Temp_Low,47.0
23:32:47.484,69676058,102850,Current,86.8
23:32:47.484,69676058,102850,Voltage,384.0
23:32:47.484,69676058,102850,Battery_SOC,94.0
23:32:47.486,69678481,2423,Temp_High,57.0
23:32:47.486,69678481,2423,Temp_Low,47.0
23:32:47.589,69781315,102834,Current,87.8
23:32:47.589,69781315,102834,Voltage,384.0
23:32:47.589,69781315,102834,Battery_SOC,95.0
23:32:47.591,69783759,2444,Temp_High,58.0
23:32:47.591,69783759,2444,Temp_Low,48.0
23:32:47.694,69886603,102844,Current,88.8
23:32:47.694,69886603,102844,Voltage,384.0
23:32:47.694,69886603,102844,Battery_SOC,96.0
23:32:47.697,69889010,2407,Temp_High,58.0
23:32:47.697,69889010,2407,Temp_Low,48.0
23:32:47.799,69991846,102836,Current,89.8
23:32:47.799,69991846,102836,Voltage,384.0
23:32:47.799,69991846,102836,Battery_SOC,97.0
23:32:47.802,69994281,2435,Temp_High,58.0
23:32:47.802,69994281,2435,Temp_Low,48.0
23:32:47.905,70097161,102880,Current,90.8
23:32:47.905,70097161,102880,Voltage,384.0
23:32:47.905,70097161,102880,Battery_SOC,98.0
23:32:47.907,70099555,2394,Temp_High,59.0
23:32:47.907,70099555,2394,Temp_Low,49.0
23:32:48.010,70202383,102828,Current,91.8
23:32:48.010,70202383,102828,Voltage,384.0
23:32:48.010,70202383,102828,Battery_SOC,99.0
23:32:48.012,70204814,2431,Temp_High,59.0
23:32:48.012,70204814,2431,Temp_Low,49.0
23:32:48.115,70307670,102856,Current,92.8
23:32:48.115,70307670,102856,Voltage,384.0
23:32:48.115,70307670,102856,Battery_SOC,100.0
23:32:48.118,70310131,2461,Temp_High,60.0
23:32:48.118,70310131,2461,Temp_Low,50.0
23:32:48.221,70413037,102906,Current,18.4
23:32:48.221,70413037,102906,Voltage,281.6
23:32:48.221,70413037,102906,Battery_SOC,0.0
23:32:48.223,70415377,2340,Temp_High,20.0
23:32:48.223,70415377,2340,Temp_Low,10.0
23:32:48.326,70518161,102784,Current,19.4
23:32:48.326,70518161,102784,Voltage,281.6
23:32:48.326,70518161,102784,Battery_SOC,1.0
23:32:48.328,70520482,2321,Temp_High,20.0
23:32:48.328,70520482,2321,Temp_Low,10.0
23:32:48.431,70623242,102760,Current,20.4
23:32:48.431,70623242,102760,Voltage,281.6
23:32:48.431,70623242,102760,Battery_SOC,2.0
23:32:48.433,70625599,2357,Temp_High,20.0
23:32:48.433,70625599,2357,Temp_Low,10.0
23:32:48.536,70728363,102764,Current,21.4
23:32:48.536,70728363,102764,Voltage,281.6
23:32:48.536,70728363,102764,Battery_SOC,3.0
23:32:48.538,70730724,2361,Temp_High,21.0
23:32:48.538,70730724,2361,Temp_Low,11.0
23:32:48.641,70833527,102803,Current,22.4
23:32:48.641,70833527,102803,Voltage,281.6
23:32:48.641,70833527,102803,Battery_SOC,4.0
23:32:48.643,70835800,2273,Temp_High,21.0
23:32:48.643,70835800,2273,Temp_Low,11.0
23:32:48.746,70938592,102792,Current,23.4
23:32:48.746,70938592,102792,Voltage,281.6
23:32:48.746,70938592,102792,Battery_SOC,5.0
23:32:48.749,70940921,2329,Temp_High,22.0
23:32:48.749,70940921,2329,Temp_Low,12.0
23:32:48.851,71043709,102788,Current,24.4
23:32:48.851,71043709,102788,Voltage,281.6
23:32:48.851,71043709,102788,Battery_SOC,6.0
23:32:48.854,71046022,2313,Temp_High,22.0
23:32:48.854,71046022,2313,Temp_Low,12.0
23:32:48.956,71148832,102810,Current,25.4
23:32:48.956,71148832,102810,Voltage,281.6
23:32:48.956,71148832,102810,Battery_SOC,7.0
23:32:48.959,71151124,2292,Temp_High,22.0
23:32:48.959,71151124,2292,Temp_Low,12.0
23:32:49.061,71253904,102780,Current,0.8
23:32:49.061,71253904,102780,Voltage,307.2
23:32:49.061,71253904,102780,Battery_SOC,8.0
23:32:49.064,71256227,2323,Temp_High,23.0
23:32:49.064,71256227,2323,Temp_Low,13.0
23:32:49.167,71358963,102736,Current,1.8
23:32:49.167,71358963,102736,Voltage,307.2
23:32:49.167,71358963,102736,Battery_SOC,9.0
23:32:49.169,71361358,2395,Temp_High,23.0
23:32:49.169,71361358,2395,Temp_Low,13.0
23:32:49.272,71464082,102724,Current,2.8
23:32:49.272,71464082,102724,Voltage,307.2
23:32:49.272,71464082,102724,Battery_SOC,10.0
23:32:49.274,71466551,2469,Temp_High,24.0
23:32:49.274,71466551,2469,Temp_Low,14.0
23:32:49.377,71569384,102833,Current,3.8
23:32:49.377,71569384,102833,Voltage,307.2
23:32:49.377,71569384,102833,Battery_SOC,11.0
23:32:49.379,71571771,2387,Temp_High,24.0
23:32:49.379,71571771,2387,Temp_Low,14.0
23:32:49.482,71674595,102824,Current,4.8
23:32:49.482,71674595,102824,Voltage,307.2
23:32:49.482,71674595,102824,Battery_SOC,12.0
23:32:49.485,71677008,2413,Temp_High,24.0
23:32:49.485,71677008,2413,Temp_Low,14.0
23:32:49.587,71779846,102838,Current,5.8
23:32:49.587,71779846,102838,Voltage,307.2
23:32:49.587,71779846,102838,Battery_SOC,13.0
23:32:49.590,71782243,2397,Temp_High,25.0
23:32:49.590,71782243,2397,Temp_Low,15.0
23:32:49.693,71885061,102818,Current,6.8
23:32:49.693,71885061,102818,Voltage,307.2
23:32:49.693,71885061,102818,Battery_SOC,14.0
23:32:49.695,71887483,2422,Temp_High,25.0
23:32:49.695,71887483,2422,Temp_Low,15.0
23:32:49.798,71990313,102830,Current,7.8
23:32:49.798,71990313,102830,Voltage,307.2
23:32:49.798,71990313,102830,Battery_SOC,15.0
23:32:49.800,71992726,2413,Temp_High,26.0
23:32:49.800,71992726,2413,Temp_Low,16.0
23:32:49.903,72095538,102812,Current,8.8
23:32:49.903,72095538,102812,Voltage,307.2
23:32:49.903,72095538,102812,Battery_SOC,16.0
23:32:49.906,72097999,2461,Temp_High,26.0
23:32:49.906,72097999,2461,Temp_Low,16.0
23:32:50.008,72200809,102810,Current,9.8
23:32:50.008,72200809,102810,Voltage,307.2
23:32:50.008,72200809,102810,Battery_SOC,17.0
23:32:50.011,72203254,2445,Temp_High,26.0
23:32:50.011,72203254,2445,Temp_Low,16.0
23:32:50.114,72306126,102872,Current,10.8
23:32:50.114,72306126,102872,Voltage,307.2
23:32:50.114,72306126,102872,Battery_SOC,18.0
23:32:50.116,72308532,2406,Temp_High,27.0
23:32:50.116,72308532,2406,Temp_Low,17.0
23:32:50.219,72411408,102876,Current,11.8
23:32:50.219,72411408,102876,Voltage,307.2
23:32:50.219,72411408,102876,Battery_SOC,19.0
23:32:50.221,72413839,2431,Temp_High,27.0
23:32:50.221,72413839,2431,Temp_Low,17.0
23:32:50.324,72516713,102874,Current,12.8
23:32:50.324,72516713,102874,Voltage,307.2
23:32:50.324,72516713,102874,Battery_SOC,20.0
23:32:50.327,72519080,2367,Temp_High,28.0
23:32:50.327,72519080,2367,Temp_Low,18.0
23:32:50.430,72621928,102848,Current,13.8
23:32:50.430,72621928,102848,Voltage,307.2
23:32:50.430,72621928,102848,Battery_SOC,21.0
23:32:50.432,72624350,2422,Temp_High,28.0
23:32:50.432,72624350,2422,Temp_Low,18.0
23:32:50.535,72727222,102872,Current,14.8
23:32:50.535,72727222,102872,Voltage,307.2
23:32:50.535,72727222,102872,Battery_SOC,22.0
23:32:50.537,72729683,2461,Temp_High,28.0
23:32:50.537,72729683,2461,Temp_Low,18.0
23:32:50.640,72832479,102796,Current,15.8
23:32:50.640,72832479,102796,Voltage,307.2
23:32:50.640,72832479,102796,Battery_SOC,23.0
23:32:50.642,72834872,2393,Temp_High,29.0
23:32:50.642,72834872,2393,Temp_Low,19.0
23:32:50.745,72937712,102840,Current,16.8
23:32:50.745,72937712,102840,Voltage,307.2
23:32:50.745,72937712,102840,Battery_SOC,24.0
23:32:50.748,72940140,2428,Temp_High,29.0
23:32:50.748,72940140,2428,Temp_Low,19.0
23:32:50.851,73043022,102882,Current,17.8
23:32:50.851,73043022,102882,Voltage,307.2
23:32:50.851,73043022,102882,Battery_SOC,25.0
23:32:50.853,73045459,2437,Temp_High,30.0
23:32:50.853,73045459,2437,Temp_Low,20.0
23:32:50.956,73148221,102762,Current,44.4
23:32:50.956,73148221,102762,Voltage,307.2
23:32:50.956,73148221,102762,Battery_SOC,26.0
23:32:50.958,73150690,2469,Temp_High,30.0
23:32:50.958,73150690,2469,Temp_Low,20.0
23:32:51.061,73253496,102806,Current,45.4
23:32:51.061,73253496,102806,Voltage,307.2
23:32:51.061,73253496,102806,Battery_SOC,27.0
23:32:51.064,73255963,2467,Temp_High,30.0
23:32:51.064,73255963,2467,Temp_Low,20.0
23:32:51.166,73358819,102856,Current,46.4
23:32:51.166,73358819,102856,Voltage,307.2
23:32:51.166,73358819,102856,Battery_SOC,28.0
23:32:51.169,73361241,2422,Temp_High,31.0
23:32:51.169,73361241,2422,Temp_Low,21.0
23:32:51.272,73464095,102854,Current,47.4
23:32:51.272,73464095,102854,Voltage,307.2
23:32:51.272,73464095,102854,Battery_SOC,29.0
23:32:51.274,73466520,2425,Temp_High,31.0
23:32:51.274,73466520,2425,Temp_Low,21.0
23:32:51.377,73569392,102872,Current,48.4
23:32:51.377,73569392,102872,Voltage,307.2
23:32:51.377,73569392,102872,Battery_SOC,30.0
23:32:51.379,73571797,2405,Temp_High,32.0
23:32:51.379,73571797,2405,Temp_Low,22.0
23:32:51.482,73674665,102868,Current,49.4
23:32:51.482,73674665,102868,Voltage,307.2
23:32:51.482,73674665,102868,Battery_SOC,31.0
23:32:51.485,73677080,2415,Temp_High,32.0
23:32:51.485,73677080,2415,Temp_Low,22.0
23:32:51.588,73779958,102878,Current,50.4
23:32:51.588,73779958,102878,Voltage,307.2
23:32:51.588,73779958,102878,Battery_SOC,32.0
23:32:51.590,73782364,2406,Temp_High,32.0
23:32:51.590,73782364,2406,Temp_Low,22.0
23:32:51.693,73885210,102846,Current,25.8
23:32:51.693,73885210,102846,Voltage,332.8
23:32:51.693,73885210,102846,Battery_SOC,33.0
23:32:51.695,73887589,2379,Temp_High,33.0
23:32:51.695,73887589,2379,Temp_Low,23.0
23:32:51.798,73990449,102860,Current,26.8
23:32:51.798,73990449,102860,Voltage,332.8
23:32:51.798,73990449,102860,Battery_SOC,34.0
23:32:51.800,73992826,2377,Temp_High,33.0
23:32:51.800,73992826,2377,Temp_Low,23.0
23:32:51.903,74095692,102866,Current,27.8
23:32:51.903,74095692,102866,Voltage,332.8
23:32:51.903,74095692,102866,Battery_SOC,35.0
23:32:51.906,74098132,2440,Temp_High,34.0
23:32:51.906,74098132,2440,Temp_Low,24.0
23:32:52.009,74200999,102867,Current,28.8
23:32:52.009,74200999,102867,Voltage,332.8
23:32:52.009,74200999,102867,Battery_SOC,36.0
23:32:52.011,74203347,2348,Temp_High,34.0
23:32:52.011,74203347,2348,Temp_Low,24.0
23:32:52.114,74306221,102874,Current,29.8
23:32:52.114,74306221,102874,Voltage,332.8
23:32:52.114,74306221,102874,Battery_SOC,37.0
23:32:52.116,74308630,2409,Temp_High,34.0
23:32:52.116,74308630,2409,Temp_Low,24.0
23:32:52.219,74411516,102886,Current,30.8
23:32:52.219,74411516,102886,Voltage,332.8
23:32:52.219,74411516,102886,Battery_SOC,38.0
23:32:52.221,74413894,2378,Temp_High,35.0
23:32:52.221,74413894,2378,Temp_Low,25.0
23:32:52.324,74516766,102872,Current,31.8
23:32:52.324,74516766,102872,Voltage,332.8
23:32:52.324,74516766,102872,Battery_SOC,39.0
23:32:52.327,74519167,2401,Temp_High,35.0
23:32:52.327,74519167,2401,Temp_Low,25.0
23:32:52.430,74622027,102860,Current,32.8
23:32:52.430,74622027,102860,Voltage,332.8
23:32:52.430,74622027,102860,Battery_SOC,40.0
23:32:52.432,74624450,2423,Temp_High,36.0
23:32:52.432,74624450,2423,Temp_Low,26.0
23:32:52.535,74727300,102850,Current,33.8
23:32:52.535,74727300,102850,Voltage,332.8
23:32:52.535,74727300,102850,Battery_SOC,41.0
23:32:52.537,74729725,2425,Temp_High,36.0
23:32:52.537,74729725,2425,Temp_Low,26.0
23:32:52.640,74832585,102860,Current,34.8
23:32:52.640,74832585,102860,Voltage,332.8
23:32:52.640,74832585,102860,Battery_SOC,42.0
23:32:52.643,74834983,2398,Temp_High,36.0
23:32:52.643,74834983,2398,Temp_Low,26.0
23:32:52.745,74937843,102860,Current,35.8
23:32:52.745,74937843,102860,Voltage,332.8
23:32:52.745,74937843,102860,Battery_SOC,43.0
23:32:52.748,74940252,2409,Temp_High,37.0
23:32:52.748,74940252,2409,Temp_Low,27.0
23:32:52.851,75043132,102880,Current,36.8
23:32:52.851,75043132,102880,Voltage,332.8
23:32:52.851,75043132,102880,Battery_SOC,44.0
23:32:52.853,75045521,2389,Temp_High,37.0
23:32:52.853,75045521,2389,Temp_Low,27.0
23:32:52.956,75148379,102858,Current,37.8
23:32:52.956,75148379,102858,Voltage,332.8
23:32:52.956,75148379,102858,Battery_SOC,45.0
23:32:52.958,75150784,2405,Temp_High,38.0
23:32:52.958,75150784,2405,Temp_Low,28.0
23:32:53.061,75253640,102856,Current,38.8
23:32:53.061,75253640,102856,Voltage,332.8
23:32:53.061,75253640,102856,Battery_SOC,46.0
23:32:53.064,75256056,2416,Temp_High,38.0
23:32:53.064,75256056,2416,Temp_Low,28.0
23:32:53.166,75358906,102850,Current,39.8
23:32:53.166,75358906,102850,Voltage,332.8
23:32:53.166,75358906,102850,Battery_SOC,47.0
23:32:53.169,75361331,2425,Temp_High,38.0
23:32:53.169,75361331,2425,Temp_Low,28.0
23:32:53.272,75464209,102878,Current,40.8
23:32:53.272,75464209,102878,Voltage,332.8
23:32:53.272,75464209,102878,Battery_SOC,48.0
23:32:53.274,75466602,2393,Temp_High,39.0
23:32:53.274,75466602,2393,Temp_Low,29.0
23:32:53.377,75569458,102856,Current,41.8
23:32:53.377,75569458,102856,Voltage,332.8
23:32:53.377,75569458,102856,Battery_SOC,49.0
23:32:53.379,75571856,2398,Temp_High,39.0
23:32:53.379,75571856,2398,Temp_Low,29.0
23:32:53.482,75674722,102866,Current,42.8
23:32:53.482,75674722,102866,Voltage,332.8
23:32:53.482,75674722,102866,Battery_SOC,50.0
23:32:53.485,75677135,2413,Temp_High,40.0
23:32:53.485,75677135,2413,Temp_Low,30.0
23:32:53.588,75779997,102862,Current,43.8
23:32:53.588,75779997,102862,Voltage,332.8
23:32:53.588,75779997,102862,Battery_SOC,51.0
23:32:53.590,75782445,2448,Temp_High,40.0
23:32:53.590,75782445,2448,Temp_Low,30.0
23:32:53.693,75885308,102863,Current,70.4
23:32:53.693,75885308,102863,Voltage,332.8
23:32:53.693,75885308,102863,Battery_SOC,52.0
23:32:53.695,75887676,2368,Temp_High,40.0
23:32:53.695,75887676,2368,Temp_Low,30.0
23:32:53.798,75990540,102864,Current,71.4
23:32:53.798,75990540,102864,Voltage,332.8
23:32:53.798,75990540,102864,Battery_SOC,53.0
23:32:53.801,75992955,2415,Temp_High,41.0
23:32:53.801,75992955,2415,Temp_Low,31.0
23:32:53.903,76095833,102878,Current,72.4
23:32:53.903,76095833,102878,Voltage,332.8
23:32:53.903,76095833,102878,Battery_SOC,54.0
23:32:53.906,76098228,2395,Temp_High,41.0
23:32:53.906,76098228,2395,Temp_Low,31.0
23:32:54.009,76201082,102854,Current,73.4
23:32:54.009,76201082,102854,Voltage,332.8
23:32:54.009,76201082,102854,Battery_SOC,55.0
23:32:54.011,76203491,2409,Temp_High,42.0
23:32:54.011,76203491,2409,Temp_Low,32.0
23:32:54.114,76306355,102864,Current,74.4
23:32:54.114,76306355,102864,Voltage,332.8
23:32:54.114,76306355,102864,Battery_SOC,56.0
23:32:54.116,76308773,2418,Temp_High,42.0
23:32:54.116,76308773,2418,Temp_Low,32.0
23:32:54.219,76411655,102882,Current,75.4
23:32:54.219,76411655,102882,Voltage,332.8
23:32:54.219,76411655,102882,Battery_SOC,57.0
23:32:54.222,76414062,2407,Temp_High,42.0
23:32:54.222,76414062,2407,Temp_Low,32.0
23:32:54.325,76516926,102864,Current,76.4
23:32:54.325,76516926,102864,Voltage,332.8
23:32:54.325,76516926,102864,Battery_SOC,58.0
23:32:54.327,76519394,2468,Temp_High,43.0
23:32:54.327,76519394,2468,Temp_Low,33.0
23:32:54.430,76622181,102787,Current,51.8
23:32:54.430,76622181,102787,Voltage,358.4
23:32:54.430,76622181,102787,Battery_SOC,59.0
23:32:54.432,76624558,2377,Temp_High,43.0
23:32:54.432,76624558,2377,Temp_Low,33.0
23:32:54.535,76727387,102829,Current,52.8
23:32:54.535,76727387,102829,Voltage,358.4
23:32:54.535,76727387,102829,Battery_SOC,60.0
23:32:54.537,76729834,2447,Temp_High,44.0
23:32:54.537,76729834,2447,Temp_Low,34.0
23:32:54.640,76832698,102864,Current,53.8
23:32:54.640,76832698,102864,Voltage,358.4
23:32:54.640,76832698,102864,Battery_SOC,61.0
23:32:54.643,76835145,2447,Temp_High,44.0
23:32:54.643,76835145,2447,Temp_Low,34.0
23:32:54.746,76937977,102832,Current,54.8
23:32:54.746,76937977,102832,Voltage,358.4
23:32:54.746,76937977,102832,Battery_SOC,62.0
23:32:54.748,76940390,2413,Temp_High,44.0
23:32:54.748,76940390,2413,Temp_Low,34.0
23:32:54.851,77043278,102888,Current,55.8
23:32:54.851,77043278,102888,Voltage,358.4
23:32:54.851,77043278,102888,Battery_SOC,63.0
